,DateTime,Close
0,2020-08-12 21:15:00,1.17826
1,2020-08-12 22:00:00,1.17876
2,2020-08-12 23:00:00,1.17941
3,2020-08-13 00:00:00,1.18066
4,2020-08-13 01:00:00,1.18081
5,2020-08-13 02:00:00,1.18102
6,2020-08-13 03:00:00,1.18076
7,2020-08-13 04:00:00,1.18011
8,2020-08-13 05:00:00,1.18142
9,2020-08-13 06:00:00,1.18251
10,2020-08-13 07:00:00,1.18275
11,2020-08-13 08:00:00,1.18383
12,2020-08-13 09:00:00,1.18339
13,2020-08-13 10:00:00,1.18427
14,2020-08-13 11:00:00,1.18367
15,2020-08-13 12:00:00,1.18489
16,2020-08-13 13:00:00,1.18556
17,2020-08-13 14:00:00,1.18394
18,2020-08-13 15:00:00,1.18179
19,2020-08-13 16:00:00,1.18172
20,2020-08-13 17:00:00,1.18166
21,2020-08-13 18:00:00,1.17981
22,2020-08-13 19:00:00,1.18081
23,2020-08-13 20:00:00,1.18131
24,2020-08-13 21:15:00,1.18138
25,2020-08-13 22:00:00,1.18174
26,2020-08-13 23:00:00,1.18156
27,2020-08-14 00:00:00,1.18095
28,2020-08-14 01:00:00,1.18124
29,2020-08-14 02:00:00,1.18092
30,2020-08-14 03:00:00,1.18104
31,2020-08-14 04:00:00,1.18131
32,2020-08-14 05:00:00,1.18198
33,2020-08-14 06:00:00,1.18084
34,2020-08-14 07:00:00,1.18015
35,2020-08-14 08:00:00,1.18162
36,2020-08-14 09:00:00,1.17911
37,2020-08-14 10:00:00,1.18088
38,2020-08-14 11:00:00,1.18084
39,2020-08-14 12:00:00,1.18185
40,2020-08-14 13:00:00,1.18349
41,2020-08-14 14:00:00,1.18287
42,2020-08-14 15:00:00,1.18326
43,2020-08-14 16:00:00,1.18451
44,2020-08-14 17:00:00,1.1839
45,2020-08-14 18:00:00,1.18383
46,2020-08-14 19:00:00,1.18361
47,2020-08-14 20:00:00,1.18425
